"x","y","z"
"225.92","263.818","-44.197"
"227.583","263.451","-44.212"
"229.241","263.055","-44.273"
"230.882","262.673","-44.291"
"232.521","262.311","-44.338"
"234.155","261.913","-44.376"
"235.762","261.524","-44.422"
"237.381","261.158","-44.447"
"238.978","260.808","-44.485"
"240.571","260.459","-44.482"
"242.162","260.102","-44.488"
"243.741","259.733","-44.515"
"245.294","259.391","-44.625"
"246.865","259.122","-44.61"
"248.397","258.745","-44.64"
"249.936","258.423","-44.707"
"251.463","258.066","-44.719"
"252.995","257.717","-44.708"
"254.519","257.368","-44.754"
"256.023","257.053","-44.77"
"257.488","256.704","-44.85"
"258.965","256.384","-44.842"
"260.405","256.063","-44.872"
"261.843","255.751","-44.894"
"263.236","255.441","-44.93"
"264.603","255.152","-44.96"
"265.939","254.879","-44.991"
"267.224","254.611","-45.039"
"268.459","254.351","-45.062"
"269.661","254.115","-45.098"
"270.836","253.847","-45.051"
"271.983","253.621","-45.122"
"273.082","253.377","-45.13"
"274.102","253.127","-45.141"
"275.093","252.903","-45.141"
"276.027","252.663","-45.144"
"276.905","252.464","-45.176"
"277.728","252.276","-45.174"
"278.472","252.091","-45.228"
"279.176","251.944","-45.213"
"279.808","251.733","-45.248"
"280.373","251.589","-45.25"
"280.857","251.49","-45.248"
"281.261","251.386","-45.246"
"281.65","251.26","-45.275"
"282.04","251.15","-45.287"
"282.419","251.016","-45.273"
"282.791","250.855","-45.29"
"283.189","250.68","-45.242"
"283.61","250.528","-45.249"
"284.061","250.331","-45.242"
"284.551","250.071","-45.258"
"285.116","249.756","-45.245"
"285.721","249.326","-45.263"
"286.341","248.819","-45.253"
"286.987","248.215","-45.244"
"287.603","247.521","-45.251"
"288.207","246.733","-45.229"
"288.779","245.856","-45.194"
"289.342","244.921","-45.191"
"289.877","243.934","-45.165"
"290.412","242.861","-45.132"
"290.918","241.71","-45.129"
"291.438","240.529","-45.08"
"291.968","239.241","-44.99"
"292.49","237.934","-45.003"
"293.053","236.584","-44.988"
"293.576","235.145","-44.942"
"294.135","233.644","-44.962"
"294.684","232.179","-44.924"
"295.241","230.653","-44.916"
"295.841","229.068","-44.821"
"296.457","227.495","-44.803"
"297.071","225.874","-44.743"
"297.719","224.2","-44.687"
"298.381","222.524","-44.674"
"299.147","220.708","-44.426"
"299.843","218.998","-44.395"
"300.586","217.181","-44.313"
"301.308","215.398","-44.253"
"302.054","213.493","-44.1"
"302.805","211.624","-44.015"
"303.541","209.727","-43.948"
"304.287","207.837","-43.953"
"305.036","205.959","-44.037"
"305.789","204.019","-43.998"
"306.558","202.205","-44.139"
"307.343","200.175","-44.002"
"308.108","198.198","-43.984"
"308.865","196.206","-43.93"
"309.637","194.148","-43.789"
"310.387","192.122","-43.708"
"311.102","190.142","-43.7"
"311.775","188.062","-43.601"
"312.555","185.986","-43.332"
"313.177","183.977","-43.423"
"313.907","181.927","-43.395"
"314.559","179.912","-43.426"
"315.226","177.841","-43.388"
"315.843","175.818","-43.438"
"316.577","173.695","-43.254"
"316.917","172.658","-43.271"
"317.95","169.524","-43.154"
"318.979","167.31","-42.637"
"319.65","165.298","-42.779"
"320.477","163.15","-42.513"
"321.218","161.077","-42.495"
"321.943","158.969","-42.41"
"322.701","156.861","-42.353"
"323.489","154.694","-42.11"
"324.261","152.611","-42.099"
"325.015","150.519","-42.104"
"325.802","148.363","-41.968"
"326.521","146.268","-42.05"
"327.237","144.083","-41.963"
"328.004","141.944","-42.003"
"328.77","139.744","-41.865"
"329.519","137.606","-41.962"
"330.319","135.378","-41.835"
"331.073","133.18","-41.795"
"331.879","130.965","-41.724"
"332.643","128.761","-41.714"
"333.392","126.56","-41.71"
"334.344","124.392","-41.601"
"335.123","122.242","-41.586"
"335.893","120.077","-41.566"
"336.789","117.928","-41.51"
"337.576","115.827","-41.564"
"338.405","113.748","-41.638"
"339.193","111.637","-41.677"
"340.001","109.54","-41.7"
"340.752","107.424","-41.756"
"341.518","105.305","-41.809"
"342.268","103.184","-41.813"
"342.976","101.082","-41.929"
"343.64","98.9689","-42.011"
"344.387","96.8828","-42.101"
"344.937","94.678","-42.089"
"345.489","92.5622","-42.263"
"345.979","90.3814","-42.335"
"346.429","88.1757","-42.367"
"346.778","85.986","-42.497"
"347.025","83.7639","-42.625"
"347.205","81.5177","-42.653"
"347.261","79.2509","-42.626"
"347.278","76.9816","-42.726"
"347.258","74.7393","-42.899"
"347.212","72.5051","-42.952"
"347.157","70.3471","-43.311"
"347.059","68.133","-43.369"
"346.957","65.9708","-43.474"
"346.828","63.8613","-43.631"
"346.703","61.7665","-43.745"
"346.59","59.7604","-43.985"
"346.48","57.7412","-44.058"
"346.349","55.7745","-44.186"
"346.224","53.8335","-44.248"
"346.119","51.9439","-44.328"
"346.015","50.1377","-44.429"
"345.897","48.369","-44.533"
"345.796","46.6591","-44.59"
"345.68","45.0238","-44.654"
"345.563","43.4478","-44.692"
"345.446","41.9589","-44.706"
"345.325","40.5425","-44.707"
"345.164","39.2365","-44.808"
"345.031","38.002","-44.826"
"344.886","36.8272","-44.841"
"344.722","35.7864","-44.932"
"344.584","34.7838","-44.943"
"344.427","33.8837","-45.03"
"344.303","32.9993","-44.994"
"344.169","32.1949","-45.02"
"344.065","31.4546","-45.056"
"343.955","30.7644","-45.032"
"343.853","30.163","-45.068"
"343.751","29.5968","-45.086"
"343.656","29.1472","-45.126"
"343.584","28.71","-45.121"
"343.504","28.3322","-45.19"
"343.436","27.9783","-45.175"
"343.387","27.6998","-45.2"
"343.363","27.4854","-45.216"
"343.357","27.2743","-45.194"
"343.322","27.1362","-45.181"
"343.318","27.0363","-45.186"
"343.276","26.9763","-45.221"
"343.286","26.8981","-45.167"
"343.279","26.8687","-45.195"
"343.264","26.8339","-45.166"
"343.272","26.8337","-45.149"
"343.269","26.8393","-45.154"
"343.272","26.8374","-45.147"
"343.278","26.8187","-45.118"
"343.272","26.8244","-45.117"
"343.276","26.8224","-45.118"
"343.277","26.8243","-45.119"
"343.274","26.8225","-45.119"
"343.281","26.8482","-45.234"
"343.281","26.8519","-45.235"
"343.281","26.8519","-45.235"
"343.28","26.8483","-45.234"
"343.281","26.8482","-45.234"
"343.273","26.8503","-45.237"
"343.276","26.8521","-45.233"
"343.273","26.8503","-45.237"
"343.276","26.8484","-45.237"
"343.275","26.8484","-45.239"
"343.275","26.8521","-45.23"
"343.276","26.8484","-45.232"
"343.275","26.8503","-45.232"
"343.275","26.8521","-45.231"
"343.273","26.8485","-45.232"
"343.277","26.8558","-45.227"
"343.277","26.8558","-45.226"
"343.276","26.8539","-45.228"
"343.275","26.8521","-45.23"
"343.276","26.8558","-45.228"
"343.277","26.8539","-45.235"
"343.277","26.8539","-45.235"
"343.277","26.8502","-45.238"
"343.277","26.8539","-45.236"
"343.281","26.8519","-45.238"
"343.277","26.8502","-45.236"
"343.276","26.8539","-45.239"
"343.279","26.852","-45.234"
"343.279","26.8539","-45.236"
"343.279","26.852","-45.237"
"343.282","26.8538","-45.228"
"343.281","26.8556","-45.226"
"343.281","26.8519","-45.228"
"343.281","26.8519","-45.227"
"343.28","26.852","-45.229"
"343.277","26.852","-45.233"
"343.277","26.8502","-45.234"
"343.279","26.852","-45.235"
"343.279","26.852","-45.235"
"343.277","26.8483","-45.236"
"343.281","26.8538","-45.231"
"343.28","26.852","-45.231"
"343.281","26.8519","-45.233"
"343.281","26.8501","-45.236"
"343.282","26.8519","-45.234"
"343.279","26.8539","-45.233"
"343.28","26.8538","-45.236"
"343.28","26.8538","-45.236"
"343.279","26.8502","-45.237"
"343.28","26.8538","-45.237"
"343.276","26.8521","-45.236"
"343.275","26.854","-45.238"
"343.275","26.854","-45.241"
"343.275","26.8521","-45.241"
"343.275","26.8521","-45.242"
"343.274","26.854","-45.24"
"343.276","26.8539","-45.25"
"343.277","26.8539","-45.248"
"343.276","26.8539","-45.25"
"343.276","26.8521","-45.251"
"343.279","26.852","-45.241"
"343.277","26.8558","-45.243"
"343.279","26.8539","-45.243"
"343.279","26.8539","-45.243"
"343.277","26.852","-45.246"
"343.278","26.8483","-45.245"
"343.278","26.8483","-45.245"
"343.28","26.8501","-45.246"
"343.278","26.8483","-45.248"
"343.278","26.8483","-45.249"
"343.28","26.852","-45.241"
"343.279","26.8539","-45.245"
"343.279","26.8502","-45.247"
"343.279","26.852","-45.247"
"343.279","26.8502","-45.247"
"343.279","26.8502","-45.242"
"343.277","26.8502","-45.242"
"343.279","26.8502","-45.241"
"343.277","26.8483","-45.245"
"343.277","26.8483","-45.246"
"343.277","26.852","-45.241"
"343.279","26.852","-45.242"
"343.277","26.8483","-45.246"
"343.279","26.8502","-45.245"
"343.28","26.8483","-45.246"
"343.279","26.852","-45.245"
"343.276","26.8521","-45.248"
"343.276","26.8502","-45.246"
"343.276","26.8521","-45.246"
"343.276","26.8502","-45.247"
"343.279","26.852","-45.239"
"343.276","26.8502","-45.243"
"343.277","26.8502","-45.243"
"343.277","26.852","-45.239"
"343.276","26.8484","-45.245"
"343.28","26.8557","-45.234"
"343.279","26.8539","-45.235"
"343.28","26.8557","-45.235"
"343.277","26.8539","-45.238"
"343.279","26.8539","-45.235"
"343.279","26.8539","-45.236"
"343.279","26.8539","-45.236"
"343.279","26.8539","-45.233"
"343.279","26.852","-45.234"
"343.277","26.852","-45.237"
"343.277","26.852","-45.235"
"343.277","26.8539","-45.236"
"343.277","26.8539","-45.236"
"343.277","26.852","-45.236"
"343.277","26.8539","-45.237"
"343.28","26.852","-45.234"
"343.28","26.8501","-45.236"
"343.279","26.8539","-45.237"
"343.28","26.852","-45.237"
"343.28","26.8501","-45.239"
"343.277","26.8502","-45.235"
"343.275","26.8503","-45.239"
"343.276","26.8502","-45.24"
"343.274","26.8392","-45.239"
"343.273","26.8207","-45.237"
"343.271","26.7966","-45.24"
"343.266","26.7671","-45.245"
"343.259","26.7321","-45.247"
"343.253","26.6563","-45.238"
"343.23","26.5679","-45.248"
"343.219","26.4663","-45.24"
"343.195","26.3428","-45.236"
"343.167","26.1879","-45.26"
"343.138","26.0052","-45.249"
"343.105","25.8133","-45.264"
"343.071","25.5919","-45.271"
"343.022","25.3374","-45.286"
"342.963","25.0277","-45.311"
"342.904","24.6698","-45.319"
"342.838","24.2193","-45.306"
"342.752","23.7269","-45.33"
"342.656","23.1494","-45.341"
"342.566","22.5458","-45.348"
"342.449","21.8614","-45.347"
"342.315","21.2072","-45.403"
"342.199","20.4876","-45.341"
"342.067","19.7424","-45.39"
"341.915","18.9515","-45.395"
"341.723","18.1432","-45.43"
"341.559","17.2785","-45.428"
"341.36","16.4092","-45.488"
"341.141","15.4961","-45.494"
"340.891","14.58","-45.547"
"340.662","13.5855","-45.539"
"340.389","12.5886","-45.582"
"340.063","11.5561","-45.576"
"339.707","10.5078","-45.569"
"339.318","9.45852","-45.507"
"338.917","8.42814","-45.541"
"338.482","7.40614","-45.526"
"338.036","6.42523","-45.596"
"337.546","5.41964","-45.593"
"337.038","4.4683","-45.589"
"336.532","3.63368","-45.658"
"336.078","2.79015","-45.617"
"335.613","2.12119","-45.748"
"335.124","1.46406","-45.79"
"334.629","0.786692","-45.793"
"334.047","0.165529","-45.766"
"333.473","-0.390951","-45.843"
"332.881","-0.984011","-45.817"
"332.23","-1.49942","-45.804"
"331.562","-2.02916","-45.703"
"330.881","-2.49178","-45.776"
"330.158","-2.9662","-45.742"
"329.365","-3.38303","-45.72"
"328.569","-3.79419","-45.704"
"327.705","-4.13301","-45.724"
"326.808","-4.4468","-45.728"
"325.922","-4.74605","-45.737"
"324.954","-4.97997","-45.779"
"323.978","-5.12283","-45.845"
"323.012","-5.22333","-45.92"
"322.002","-5.32999","-45.864"
"320.972","-5.36752","-45.815"
"319.969","-5.35391","-45.762"
"318.959","-5.29373","-45.743"
"317.931","-5.2201","-45.718"
"316.891","-5.07384","-45.703"
"315.833","-4.92149","-45.726"
"314.774","-4.7691","-45.674"
"313.661","-4.57255","-45.69"
"312.553","-4.38358","-45.679"
"311.404","-4.2027","-45.664"
"310.237","-3.99165","-45.652"
"309.023","-3.76813","-45.666"
"307.754","-3.54494","-45.668"
"306.443","-3.29642","-45.66"
"305.045","-3.03249","-45.643"
"303.597","-2.77638","-45.688"
"302.091","-2.50938","-45.634"
"300.538","-2.22621","-45.722"
"298.917","-1.99116","-45.664"
"297.251","-1.74557","-45.726"
"295.543","-1.49506","-45.702"
"293.783","-1.27277","-45.694"
"291.97","-1.09343","-45.637"
"290.154","-0.912162","-45.66"
"288.298","-0.781654","-45.691"
"286.427","-0.674832","-45.647"
"284.589","-0.574491","-45.709"
"282.702","-0.506135","-45.72"
"280.844","-0.453451","-45.809"
"278.971","-0.470756","-45.804"
"277.127","-0.499992","-45.799"
"275.285","-0.540412","-45.823"
"273.476","-0.631836","-45.808"
"271.672","-0.751184","-45.826"
"269.871","-0.88916","-45.825"
"268.096","-1.06496","-45.845"
"266.341","-1.26356","-45.86"
"264.601","-1.48666","-45.825"
"262.911","-1.73345","-45.819"
"261.244","-1.99017","-45.815"
"259.633","-2.25402","-45.861"
"258.042","-2.53325","-45.857"
"256.468","-2.83524","-45.84"
"254.92","-3.13794","-45.869"
"253.387","-3.47259","-45.871"
"251.87","-3.81512","-45.844"
"250.365","-4.1487","-45.893"
"248.883","-4.50148","-45.933"
"247.422","-4.87153","-45.945"
"245.969","-5.25295","-45.917"
"244.543","-5.64438","-45.937"
"243.152","-6.01642","-45.922"
"241.77","-6.40539","-45.932"
"240.423","-6.81206","-45.887"
"239.103","-7.21577","-45.94"
"237.821","-7.62054","-45.892"
"236.582","-7.99875","-45.926"
"235.369","-8.41293","-45.865"
"234.195","-8.81151","-45.848"
"233.063","-9.21315","-45.818"
"231.953","-9.60429","-45.819"
"230.882","-9.98167","-45.809"
"229.831","-10.4041","-45.784"
"228.807","-10.781","-45.768"
"227.801","-11.1603","-45.734"
"226.827","-11.559","-45.737"
"225.867","-11.9525","-45.713"
"224.954","-12.3122","-45.711"
"224.043","-12.7052","-45.727"
"223.179","-13.0941","-45.672"
"222.336","-13.465","-45.68"
"221.52","-13.8422","-45.664"
"220.74","-14.2131","-45.642"
"219.988","-14.5866","-45.609"
"219.268","-14.9165","-45.623"
"218.582","-15.2399","-45.61"
"217.941","-15.5646","-45.633"
"217.346","-15.887","-45.593"
"216.798","-16.1773","-45.604"
"216.289","-16.4428","-45.607"
"215.836","-16.7135","-45.58"
"215.42","-16.9408","-45.581"
"215.05","-17.1546","-45.593"
"214.726","-17.3289","-45.571"
"214.431","-17.4837","-45.569"
"214.192","-17.6085","-45.575"
"213.986","-17.7472","-45.558"
"213.815","-17.8369","-45.527"
"213.657","-17.9177","-45.531"
"213.536","-17.9625","-45.535"
"213.442","-18.0006","-45.528"
"213.378","-18.0507","-45.538"
"213.339","-18.1051","-45.488"
"213.317","-18.1101","-45.484"
"213.316","-18.1082","-45.493"
"213.321","-18.1065","-45.493"
"213.348","-18.1203","-45.535"
"213.351","-18.124","-45.537"
"213.351","-18.124","-45.536"
"213.351","-18.124","-45.536"
"213.348","-18.1221","-45.538"
"213.343","-18.122","-45.526"
"213.343","-18.122","-45.526"
"213.34","-18.1181","-45.529"
"213.342","-18.1219","-45.527"
"213.341","-18.1219","-45.526"
"213.342","-18.1219","-45.528"
"213.341","-18.1237","-45.533"
"213.337","-18.1236","-45.53"
"213.344","-18.122","-45.531"
"213.339","-18.1274","-45.531"
"213.339","-18.1237","-45.532"
"213.341","-18.12","-45.528"
"213.339","-18.1237","-45.527"
"213.342","-18.1238","-45.527"
"213.341","-18.1256","-45.528"
"213.343","-18.1257","-45.529"
"213.342","-18.1312","-45.531"
"213.338","-18.1255","-45.533"
"213.341","-18.1274","-45.533"
"213.342","-18.1312","-45.533"
"213.338","-18.1218","-45.532"
"213.34","-18.12","-45.532"
"213.338","-18.1218","-45.533"
"213.341","-18.1219","-45.531"
"213.341","-18.12","-45.532"
"213.342","-18.1219","-45.525"
"213.341","-18.1237","-45.525"
"213.337","-18.1218","-45.525"
"213.338","-18.1237","-45.527"
"213.341","-18.12","-45.528"
"213.338","-18.1218","-45.528"
"213.339","-18.1256","-45.522"
"213.338","-18.1237","-45.523"
"213.338","-18.1255","-45.522"
"213.342","-18.1238","-45.522"
"213.342","-18.1219","-45.523"
"213.34","-18.12","-45.519"
"213.342","-18.1201","-45.518"
"213.343","-18.122","-45.518"
"213.343","-18.1183","-45.519"
"213.341","-18.1219","-45.52"
"213.338","-18.1181","-45.522"
"213.338","-18.12","-45.522"
"213.337","-18.1218","-45.522"
"213.337","-18.1218","-45.523"
"213.339","-18.1219","-45.521"
"213.341","-18.1274","-45.519"
"213.338","-18.1237","-45.52"
"213.338","-18.1237","-45.521"
"213.339","-18.1237","-45.522"
"213.341","-18.1256","-45.523"
"213.337","-18.1181","-45.522"
"213.338","-18.1181","-45.525"
"213.338","-18.1274","-45.522"
"213.337","-18.1218","-45.522"
"213.336","-18.1217","-45.525"
"213.339","-18.1311","-45.521"
"213.338","-18.1274","-45.519"
"213.339","-18.1311","-45.519"
"213.339","-18.1311","-45.52"
"213.341","-18.1274","-45.521"
"213.338","-18.1237","-45.522"
"213.341","-18.1219","-45.523"
"213.341","-18.1182","-45.524"
"213.342","-18.1201","-45.522"
"213.342","-18.1201","-45.523"
"213.341","-18.1182","-45.523"
"213.342","-18.1182","-45.524"
"213.342","-18.1182","-45.522"
"213.342","-18.1201","-45.523"
"213.341","-18.12","-45.525"
"213.342","-18.1219","-45.524"
"213.34","-18.12","-45.524"
"213.341","-18.1182","-45.524"
"213.341","-18.12","-45.524"
"213.341","-18.1145","-45.528"
"213.343","-18.1164","-45.525"
"213.347","-18.1128","-45.528"
"213.333","-18.1198","-45.527"
"213.3","-18.1448","-45.529"
"213.231","-18.167","-45.538"
"213.135","-18.1958","-45.573"
"213.007","-18.2755","-45.567"
"212.848","-18.3507","-45.598"
"212.677","-18.4664","-45.627"
"212.452","-18.5879","-45.564"
"212.204","-18.7922","-45.537"
"211.92","-18.9695","-45.543"
"211.619","-19.2149","-45.54"
"211.227","-19.4095","-45.584"
"210.814","-19.6814","-45.538"
"210.391","-19.9697","-45.539"
"209.897","-20.2986","-45.558"
"209.36","-20.6874","-45.498"
"208.807","-21.0573","-45.535"
"208.223","-21.4559","-45.517"
"207.615","-21.9058","-45.457"
"206.971","-22.3528","-45.481"
"206.3","-22.8176","-45.486"
"205.601","-23.3205","-45.473"
"204.87","-23.8391","-45.481"
"204.151","-24.3729","-45.501"
"203.38","-24.959","-45.519"
"202.583","-25.5574","-45.514"
"201.783","-26.2113","-45.524"
"200.917","-26.9133","-45.484"
"200.011","-27.6625","-45.488"
"199.089","-28.4445","-45.49"
"198.112","-29.275","-45.456"
"197.123","-30.1237","-45.455"
"196.115","-31.0478","-45.437"
"195.091","-32.0068","-45.39"
"194.049","-33.0041","-45.412"
"192.968","-33.9688","-45.354"
"191.886","-35.0892","-45.39"
"190.757","-36.2046","-45.338"
"189.631","-37.4257","-45.351"
"188.439","-38.6245","-45.356"
"187.231","-39.8749","-45.328"
"186.057","-41.0909","-45.229"
"184.732","-42.3935","-45.439"
"183.465","-43.8108","-45.241"
"182.156","-45.2973","-45.2"
"180.847","-46.795","-45.142"
"179.525","-48.3627","-45.092"
"178.299","-49.9369","-45.352"
"176.995","-51.6052","-45.25"
"175.622","-53.2197","-45.182"
"174.378","-54.8916","-45.178"
"173.061","-56.5077","-45.395"
"171.762","-58.1761","-45.283"
"170.124","-59.9851","-44.927"
"168.896","-61.6334","-45.136"
"167.586","-63.3238","-45.082"
"166.299","-64.9889","-45.105"
"165.044","-66.6827","-45.209"
"163.845","-68.3782","-45.244"
"162.576","-70.0697","-45.274"
"161.291","-71.746","-45.377"
"160.02","-73.469","-45.384"
"158.703","-75.1704","-45.449"
"157.38","-76.8975","-45.456"
"156.081","-78.6123","-45.59"
"154.708","-80.3491","-45.6"
"153.358","-82.1478","-45.665"
"152.39","-83.9165","-46.353"
"151.006","-85.729","-46.398"
"149.587","-87.5813","-46.372"
"148.173","-89.4244","-46.418"
"146.747","-91.2654","-46.484"
"145.319","-93.1322","-46.488"
"143.846","-94.9923","-46.397"
"142.42","-96.8536","-46.385"
"140.995","-98.702","-46.361"
"139.609","-100.498","-46.472"
"138.187","-102.35","-46.43"
"136.817","-104.159","-46.473"
"135.429","-105.977","-46.489"
"134.045","-107.793","-46.493"
"132.68","-109.601","-46.505"
"131.311","-111.399","-46.521"
"129.951","-113.181","-46.57"
"128.59","-114.957","-46.574"
"127.226","-116.718","-46.565"
"125.866","-118.472","-46.564"
"124.537","-120.212","-46.6"
"123.189","-121.949","-46.594"
"121.87","-123.661","-46.632"
"120.54","-125.375","-46.635"
"119.215","-127.09","-46.623"
"117.912","-128.773","-46.63"
"116.585","-130.459","-46.641"
"115.283","-132.137","-46.616"
"113.972","-133.795","-46.655"
"112.673","-135.455","-46.631"
"111.376","-137.079","-46.672"
"110.089","-138.703","-46.611"
"108.799","-140.318","-46.618"
"107.5","-141.91","-46.61"
"106.208","-143.49","-46.606"
"104.901","-145.069","-46.617"
"103.593","-146.626","-46.653"
"102.275","-148.203","-46.648"
"100.965","-149.766","-46.636"
"99.6267","-151.33","-46.661"
"98.2975","-152.893","-46.627"
"96.9599","-154.444","-46.6"
"95.6208","-155.959","-46.599"
"94.2571","-157.455","-46.591"
"92.8906","-158.914","-46.588"
"91.5038","-160.339","-46.609"
"90.095","-161.745","-46.568"
"88.6832","-163.121","-46.53"
"87.2279","-164.392","-46.589"
"85.7511","-165.668","-46.52"
"84.2464","-166.866","-46.522"
"82.7219","-168.009","-46.539"
"81.1818","-169.129","-46.531"
"79.6285","-170.223","-46.491"
"78.0509","-171.248","-46.507"
"76.455","-172.25","-46.537"
"74.8561","-173.228","-46.548"
"73.294","-174.19","-46.567"
"71.7577","-175.132","-46.557"
"70.2458","-176.051","-46.577"
"68.7556","-176.958","-46.59"
"67.3161","-177.851","-46.585"
"65.9102","-178.753","-46.6"
"64.544","-179.675","-46.634"
"63.2061","-180.617","-46.649"
"61.9258","-181.606","-46.652"
"60.7035","-182.591","-46.709"
"59.5355","-183.607","-46.715"
"58.417","-184.65","-46.705"
"57.3488","-185.691","-46.736"
"56.3364","-186.756","-46.758"
"55.3999","-187.847","-46.739"
"54.5","-188.974","-46.782"
"53.6708","-190.134","-46.743"
"52.9048","-191.281","-46.809"
"52.1978","-192.472","-46.788"
"51.532","-193.669","-46.802"
"50.9283","-194.894","-46.791"
"50.3848","-196.12","-46.827"
"49.8987","-197.361","-46.843"
"49.4612","-198.615","-46.834"
"49.0816","-199.865","-46.854"
"48.7481","-201.127","-46.882"
"48.4847","-202.395","-46.882"
"48.243","-203.654","-46.877"
"48.0752","-204.872","-46.925"
"47.933","-206.079","-46.931"
"47.8352","-207.264","-46.96"
"47.7709","-208.423","-46.967"
"47.75","-209.557","-46.987"
"47.7828","-210.657","-47.003"
"47.8042","-211.718","-47.089"
"47.858","-212.787","-47.012"
"47.9443","-213.772","-47.077"
"48.0401","-214.731","-47.142"
"48.1094","-215.697","-46.998"
"48.2004","-216.606","-47.062"
"48.3261","-217.44","-47.165"
"48.3838","-218.285","-47.131"
"48.4429","-219.122","-47.075"
"48.5375","-219.904","-47.117"
"48.6459","-220.639","-47.184"
"48.7209","-221.403","-47.141"
"48.8017","-222.099","-47.181"
"48.8841","-222.822","-47.187"
"48.9767","-223.496","-47.203"
"49.0709","-224.16","-47.28"
"49.1522","-224.833","-47.258"
"49.2327","-225.451","-47.32"
"49.2844","-226.105","-47.271"
"49.3769","-226.695","-47.313"
"49.4277","-227.294","-47.282"
"49.5009","-227.859","-47.295"
"49.5544","-228.361","-47.334"
"49.6127","-228.873","-47.333"
"49.6795","-229.308","-47.369"
"49.7177","-229.73","-47.377"
"49.7645","-230.074","-47.407"
"49.801","-230.426","-47.393"
"49.8432","-230.707","-47.382"
"49.8511","-230.959","-47.358"
"49.87","-231.136","-47.402"
"49.887","-231.288","-47.375"
"49.8951","-231.402","-47.374"
"49.8999","-231.452","-47.394"
"49.9045","-231.469","-47.385"
"49.9062","-231.495","-47.344"
"49.9067","-231.48","-47.355"
"49.9089","-231.491","-47.346"
"49.9078","-231.485","-47.351"
"49.9064","-231.487","-47.352"
"49.9068","-231.474","-47.374"
"49.9068","-231.476","-47.375"
"49.9055","-231.476","-47.379"
"49.908","-231.478","-47.376"
"49.9068","-231.474","-47.377"
"49.9041","-231.48","-47.374"
"49.9017","-231.478","-47.374"
"49.9029","-231.478","-47.375"
"49.9005","-231.476","-47.375"
"49.9055","-231.476","-47.368"
"49.9068","-231.474","-47.37"
"49.9043","-231.476","-47.371"
"49.9068","-231.474","-47.37"
"49.9081","-231.474","-47.37"
"49.9029","-231.478","-47.373"
"49.9017","-231.478","-47.374"
"49.9029","-231.48","-47.375"
"49.9043","-231.476","-47.374"
"49.9055","-231.478","-47.378"
"49.9055","-231.478","-47.376"
"49.9042","-231.478","-47.379"
"49.9068","-231.474","-47.38"
"49.9068","-231.476","-47.38"
"49.9079","-231.48","-47.379"
"49.9079","-231.48","-47.374"
"49.9063","-231.491","-47.378"
"49.9112","-231.497","-47.379"
"49.9083","-231.509","-47.379"
"49.9117","-231.524","-47.378"
"49.9148","-231.547","-47.374"
"49.9217","-231.569","-47.367"
"49.9238","-231.627","-47.377"
"49.9353","-231.71","-47.382"
"49.9486","-231.816","-47.374"
"49.9636","-231.95","-47.389"
"49.9711","-232.084","-47.438"
"49.9964","-232.3","-47.421"
"50.031","-232.54","-47.405"
"50.0549","-232.806","-47.445"
"50.0938","-233.116","-47.396"
"50.1601","-233.478","-47.417"
"50.1902","-233.879","-47.38"
"50.241","-234.344","-47.375"
"50.3001","-234.829","-47.412"
"50.3645","-235.391","-47.397"
"50.412","-235.974","-47.435"
"50.4868","-236.612","-47.396"
"50.555","-237.263","-47.422"
"50.634","-237.975","-47.426"
"50.7102","-238.695","-47.473"
"50.7964","-239.463","-47.489"
"50.8793","-240.26","-47.485"
"50.9619","-241.065","-47.543"
"51.0493","-241.922","-47.563"
"51.1427","-242.792","-47.55"
"51.229","-243.69","-47.561"
"51.3138","-244.595","-47.565"
"51.4102","-245.49","-47.595"
"51.4865","-246.383","-47.615"
"51.5823","-247.302","-47.628"
"51.6657","-248.213","-47.602"
"51.7445","-249.106","-47.618"
"51.8382","-249.921","-47.63"
"51.9124","-250.67","-47.627"
"51.9717","-251.367","-47.662"
"52.0268","-252.034","-47.638"
"52.1088","-252.64","-47.676"
"52.1444","-253.199","-47.667"
"52.2124","-253.724","-47.683"
"52.2722","-254.186","-47.733"
"52.2901","-254.659","-47.717"
"52.3845","-255.093","-47.805"
"52.4376","-255.569","-47.776"
"52.5004","-256.012","-47.871"
"52.5738","-256.476","-47.864"
"52.621","-256.937","-47.883"
"52.6707","-257.398","-47.891"
"52.7343","-257.856","-47.93"
"52.7843","-258.308","-47.958"
"52.811","-258.783","-47.91"
"52.7859","-259.314","-47.764"
"52.8582","-259.819","-47.812"
"52.8906","-260.359","-47.778"
"52.9847","-260.892","-47.826"
"53.011","-261.469","-47.808"
"53.0761","-262.051","-47.822"
"53.1697","-262.691","-47.816"
"53.2506","-263.381","-47.8"
"53.3479","-264.066","-47.821"
"53.4872","-264.778","-47.851"
"53.6332","-265.518","-47.85"
"53.7952","-266.27","-47.839"
"54.0293","-267.05","-47.857"
"54.2866","-267.808","-47.864"
"54.5862","-268.578","-47.857"
"54.9888","-269.307","-47.897"
"55.4053","-270.029","-47.879"
"55.9679","-270.695","-47.888"
"56.5524","-271.342","-47.928"
"57.2276","-271.979","-47.919"
"57.9918","-272.488","-47.907"
"58.814","-272.947","-47.924"
"59.7111","-273.33","-47.953"
"60.6812","-273.623","-47.988"
"61.6752","-273.87","-47.955"
